mode,estimated_latency_s,estimated_attention_stage_latency_s,critical_path_latency_s,throughput_bound_latency_s,mesh_time_s,compute_time_s,total_sram_gib,peak_region_sram_gib,sram_port_gib,payload_gib,wire_traffic_tib,max_link_load_gib,hotspot_ratio,max_directed_link,local_sram_read_tib,query_tile_size,num_query_tiles_total,reduction,placement,num_shards,region_capacity_violation,vc_model,shared_prefix_tokens,agents,decode_tokens
KVRing-v2-tree,0.000195701,0.000195701,1.749e-06,0.000195701,0.000211903,0.000207718,0.28125,0.0390625,33.015625,0.04736328125,0.0004362761974334717,0.01190185546875,3.3567866657558576,"(0,2)->(0,1)",0.03125,2,128,tree,serpentine,8,False,not_modeled_for_performance,2048,4,64
Pull-KV Independent,0.346739516,0.346739516,0.346739516,0.346739516,0.34361299,0.003126526,0.28125,0.25,64.03125,64.00390625,0.9375572204589844,32.0009765625,2.9999084528532194,"(7,7)->(6,7)",,4,,,,,,,2048,4,64
Central KV-Stationary,0.003419856,0.003419856,0.003419856,0.003419856,2.642e-05,0.003393436,0.28125,0.25,64.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,4,,,,,,,2048,4,64
Replicate-All,0.006151566,0.006151566,0.006151566,0.006151566,0.00536879,0.000782776,1.03125,0.2578125,16.03125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,4,,,,,,,2048,4,64
KVRing-v1-sequential-pipeline,0.000447695,0.000447695,0.000447695,0.000447695,5.5544e-05,0.000392151,0.28125,0.0390625,8.03125,0.00439453125,0.0010986328125,0.00439453125,1.0,"(0,0)->(0,1)",,4,,,,,False,,2048,4,64
KVRing-v2-ring,0.000147329,0.000147329,1.812e-06,0.000147329,0.00018968,0.000110062,0.28125,0.0390625,17.015625,0.05133056640625,0.0004305839538574219,0.01763916015625,4.400609080841639,"(0,0)->(1,0)",0.015625,4,64,ring,serpentine,8,False,not_modeled_for_performance,2048,4,64
KVRing-v2-tree,0.000147329,0.000147329,1.752e-06,0.000147329,0.000274817,0.000110062,0.28125,0.0390625,17.015625,0.04736328125,0.00039958953857421875,0.013671875,3.675417661097852,"(0,0)->(1,0)",0.015625,4,64,tree,serpentine,8,False,not_modeled_for_performance,2048,4,64
Pull-KV Independent,0.346739516,0.346739516,0.346739516,0.346739516,0.34361299,0.003126526,0.28125,0.25,64.03125,64.00390625,0.9375572204589844,32.0009765625,2.9999084528532194,"(7,7)->(6,7)",,8,,,,,,,2048,4,64
Central KV-Stationary,0.003419856,0.003419856,0.003419856,0.003419856,2.642e-05,0.003393436,0.28125,0.25,64.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,8,,,,,,,2048,4,64
Replicate-All,0.006151566,0.006151566,0.006151566,0.006151566,0.00536879,0.000782776,1.03125,0.2578125,16.03125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,8,,,,,,,2048,4,64
KVRing-v1-sequential-pipeline,0.000447695,0.000447695,0.000447695,0.000447695,5.5544e-05,0.000392151,0.28125,0.0390625,8.03125,0.00439453125,0.0010986328125,0.00439453125,1.0,"(0,0)->(0,1)",,8,,,,,False,,2048,4,64
KVRing-v2-ring,0.000294517,0.000294517,1.818e-06,0.000294517,0.000379079,0.000110449,0.28125,0.0390625,17.015625,0.1026611328125,0.0008611679077148438,0.0352783203125,4.400609080841639,"(0,0)->(1,0)",0.015625,8,64,ring,serpentine,8,False,not_modeled_for_performance,2048,4,64
KVRing-v2-tree,0.000294517,0.000294517,1.758e-06,0.000294517,0.000549413,0.000110449,0.28125,0.0390625,17.015625,0.0947265625,0.0007991790771484375,0.02734375,3.675417661097852,"(0,0)->(1,0)",0.015625,8,64,tree,serpentine,8,False,not_modeled_for_performance,2048,4,64
Pull-KV Independent,0.346739516,0.346739516,0.346739516,0.346739516,0.34361299,0.003126526,0.28125,0.25,64.03125,64.00390625,0.9375572204589844,32.0009765625,2.9999084528532194,"(7,7)->(6,7)",,16,,,,,,,2048,4,64
Central KV-Stationary,0.003419856,0.003419856,0.003419856,0.003419856,2.642e-05,0.003393436,0.28125,0.25,64.03125,0.00592041015625,8.672475814819336e-05,0.001983642578125,2.0103092783505154,"(7,7)->(6,7)",,16,,,,,,,2048,4,64
Replicate-All,0.006151566,0.006151566,0.006151566,0.006151566,0.00536879,0.000782776,1.03125,0.2578125,16.03125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,16,,,,,,,2048,4,64
KVRing-v1-sequential-pipeline,0.000447695,0.000447695,0.000447695,0.000447695,5.5544e-05,0.000392151,0.28125,0.0390625,8.03125,0.00439453125,0.0010986328125,0.00439453125,1.0,"(0,0)->(0,1)",,16,,,,,False,,2048,4,64
KVRing-v2-ring,0.000588893,0.000588893,1.83e-06,0.000588893,0.000757877,0.000111224,0.28125,0.0390625,17.015625,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",0.015625,16,64,ring,serpentine,8,False,not_modeled_for_performance,2048,4,64
KVRing-v2-tree,0.000588893,0.000588893,1.77e-06,0.000588893,0.001098604,0.000111224,0.28125,0.0390625,17.015625,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",0.015625,16,64,tree,serpentine,8,False,not_modeled_for_performance,2048,4,64
Pull-KV Independent,1.386958062,1.386958062,1.386958062,1.386958062,1.374451958,0.012506104,0.375,0.25,256.125,256.015625,3.7502288818359375,128.00390625,2.9999084528532194,"(7,7)->(6,7)",,1,,,,,,,2048,4,256
Central KV-Stationary,0.013679419,0.013679419,0.013679419,0.013679419,0.000105677,0.013573742,0.375,0.25,256.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,1,,,,,,,2048,4,256
Replicate-All,0.008499894,0.008499894,0.008499894,0.008499894,0.00536879,0.003131104,1.125,0.28125,64.125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,1,,,,,,,2048,4,256
KVRing-v1-sequential-pipeline,0.00178694,0.00178694,0.00178694,0.00178694,0.000218336,0.001568604,0.375,0.0625,32.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,1,,,,,False,,2048,4,256
KVRing-v2-ring,0.00156405,0.00156405,1.827e-06,0.00156405,0.000423664,0.0017586,0.375,0.0625,272.0625,0.205322265625,0.002015829086303711,0.0374755859375,4.266410408042578,"(0,0)->(1,0)",0.25,1,1024,ring,serpentine,8,False,not_modeled_for_performance,2048,4,256
KVRing-v2-tree,0.00156405,0.00156405,1.827e-06,0.00156405,0.000679254,0.0017586,0.375,0.0625,272.0625,0.189453125,0.0018918514251708984,0.051513671875,6.1957151858853186,"(0,2)->(0,1)",0.25,1,1024,tree,serpentine,8,False,not_modeled_for_performance,2048,4,256
Pull-KV Independent,1.386958062,1.386958062,1.386958062,1.386958062,1.374451958,0.012506104,0.375,0.25,256.125,256.015625,3.7502288818359375,128.00390625,2.9999084528532194,"(7,7)->(6,7)",,2,,,,,,,2048,4,256
Central KV-Stationary,0.013679419,0.013679419,0.013679419,0.013679419,0.000105677,0.013573742,0.375,0.25,256.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,2,,,,,,,2048,4,256
Replicate-All,0.008499894,0.008499894,0.008499894,0.008499894,0.00536879,0.003131104,1.125,0.28125,64.125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,2,,,,,,,2048,4,256
KVRing-v1-sequential-pipeline,0.00178694,0.00178694,0.00178694,0.00178694,0.000218336,0.001568604,0.375,0.0625,32.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,2,,,,,False,,2048,4,256
KVRing-v2-ring,0.0007828,0.0007828,1.809e-06,0.0007828,0.000591416,0.00097735,0.375,0.0625,144.0625,0.205322265625,0.0018690824508666992,0.0511474609375,3.3671790292748263,"(0,0)->(1,0)",0.125,2,512,ring,serpentine,8,False,not_modeled_for_performance,2048,4,256
KVRing-v2-tree,0.0007828,0.0007828,1.749e-06,0.0007828,0.000846946,0.00097735,0.375,0.0625,144.0625,0.189453125,0.0017451047897338867,0.047607421875,3.3567866657558576,"(0,2)->(0,1)",0.125,2,512,tree,serpentine,8,False,not_modeled_for_performance,2048,4,256
Pull-KV Independent,1.386958062,1.386958062,1.386958062,1.386958062,1.374451958,0.012506104,0.375,0.25,256.125,256.015625,3.7502288818359375,128.00390625,2.9999084528532194,"(7,7)->(6,7)",,4,,,,,,,2048,4,256
Central KV-Stationary,0.013679419,0.013679419,0.013679419,0.013679419,0.000105677,0.013573742,0.375,0.25,256.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,4,,,,,,,2048,4,256
Replicate-All,0.008499894,0.008499894,0.008499894,0.008499894,0.00536879,0.003131104,1.125,0.28125,64.125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,4,,,,,,,2048,4,256
KVRing-v1-sequential-pipeline,0.00178694,0.00178694,0.00178694,0.00178694,0.000218336,0.001568604,0.375,0.0625,32.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,4,,,,,False,,2048,4,256
KVRing-v2-ring,0.000588893,0.000588893,1.812e-06,0.000588893,0.000757877,0.000586725,0.375,0.0625,80.0625,0.205322265625,0.0017223358154296875,0.070556640625,4.400609080841639,"(0,0)->(1,0)",0.0625,4,256,ring,serpentine,8,False,not_modeled_for_performance,2048,4,256
KVRing-v2-tree,0.000588893,0.000588893,1.752e-06,0.000588893,0.001098604,0.000586725,0.375,0.0625,80.0625,0.189453125,0.001598358154296875,0.0546875,3.675417661097852,"(0,0)->(1,0)",0.0625,4,256,tree,serpentine,8,False,not_modeled_for_performance,2048,4,256
Pull-KV Independent,1.386958062,1.386958062,1.386958062,1.386958062,1.374451958,0.012506104,0.375,0.25,256.125,256.015625,3.7502288818359375,128.00390625,2.9999084528532194,"(7,7)->(6,7)",,8,,,,,,,2048,4,256
Central KV-Stationary,0.013679419,0.013679419,0.013679419,0.013679419,0.000105677,0.013573742,0.375,0.25,256.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,8,,,,,,,2048,4,256
Replicate-All,0.008499894,0.008499894,0.008499894,0.008499894,0.00536879,0.003131104,1.125,0.28125,64.125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,8,,,,,,,2048,4,256
KVRing-v1-sequential-pipeline,0.00178694,0.00178694,0.00178694,0.00178694,0.000218336,0.001568604,0.375,0.0625,32.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,8,,,,,False,,2048,4,256
KVRing-v2-ring,0.001177646,0.001177646,1.818e-06,0.001177646,0.001515474,0.000588275,0.375,0.0625,80.0625,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",0.0625,8,256,ring,serpentine,8,False,not_modeled_for_performance,2048,4,256
KVRing-v2-tree,0.001177646,0.001177646,1.758e-06,0.001177646,0.002196988,0.000588275,0.375,0.0625,80.0625,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",0.0625,8,256,tree,serpentine,8,False,not_modeled_for_performance,2048,4,256
Pull-KV Independent,1.386958062,1.386958062,1.386958062,1.386958062,1.374451958,0.012506104,0.375,0.25,256.125,256.015625,3.7502288818359375,128.00390625,2.9999084528532194,"(7,7)->(6,7)",,16,,,,,,,2048,4,256
Central KV-Stationary,0.013679419,0.013679419,0.013679419,0.013679419,0.000105677,0.013573742,0.375,0.25,256.125,0.023681640625,0.00034689903259277344,0.0079345703125,2.0103092783505154,"(7,7)->(6,7)",,16,,,,,,,2048,4,256
Replicate-All,0.008499894,0.008499894,0.008499894,0.008499894,0.00536879,0.003131104,1.125,0.28125,64.125,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,16,,,,,,,2048,4,256
KVRing-v1-sequential-pipeline,0.00178694,0.00178694,0.00178694,0.00178694,0.000218336,0.001568604,0.375,0.0625,32.125,0.017578125,0.00439453125,0.017578125,1.0,"(0,0)->(0,1)",,16,,,,,False,,2048,4,256
KVRing-v2-ring,0.00235515,0.00235515,1.83e-06,0.00235515,0.003030666,0.000591374,0.375,0.0625,80.0625,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",0.0625,16,256,ring,serpentine,8,False,not_modeled_for_performance,2048,4,256
KVRing-v2-tree,0.00235515,0.00235515,1.77e-06,0.00235515,0.004393755,0.000591374,0.375,0.0625,80.0625,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",0.0625,16,256,tree,serpentine,8,False,not_modeled_for_performance,2048,4,256
Pull-KV Independent,2.773916124,2.773916124,2.773916124,2.773916124,2.748903916,0.025012208,0.5,0.25,512.25,512.03125,7.500457763671875,256.0078125,2.9999084528532194,"(7,7)->(6,7)",,1,,,,,,,2048,4,512
Central KV-Stationary,0.027358838,0.027358838,0.027358838,0.027358838,0.000211354,0.027147484,0.5,0.25,512.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,1,,,,,,,2048,4,512
Replicate-All,0.011630998,0.011630998,0.011630998,0.011630998,0.00536879,0.006262208,1.25,0.3125,128.25,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,1,,,,,,,2048,4,512
KVRing-v1-sequential-pipeline,0.003572599,0.003572599,0.003572599,0.003572599,0.000435391,0.003137208,0.5,0.09375,64.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,1,,,,,False,,2048,4,512
KVRing-v2-ring,0.0031281,0.0031281,1.827e-06,0.0031281,0.000847026,0.003907825,0.5,0.09375,576.125,0.41064453125,0.004031658172607422,0.074951171875,4.266410408042578,"(0,0)->(1,0)",0.5,1,2048,ring,serpentine,8,False,not_modeled_for_performance,2048,4,512
KVRing-v2-tree,0.0031281,0.0031281,1.827e-06,0.0031281,0.001358207,0.003907825,0.5,0.09375,576.125,0.37890625,0.003783702850341797,0.10302734375,6.1957151858853186,"(0,2)->(0,1)",0.5,1,2048,tree,serpentine,8,False,not_modeled_for_performance,2048,4,512
Pull-KV Independent,2.773916124,2.773916124,2.773916124,2.773916124,2.748903916,0.025012208,0.5,0.25,512.25,512.03125,7.500457763671875,256.0078125,2.9999084528532194,"(7,7)->(6,7)",,2,,,,,,,2048,4,512
Central KV-Stationary,0.027358838,0.027358838,0.027358838,0.027358838,0.000211354,0.027147484,0.5,0.25,512.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,2,,,,,,,2048,4,512
Replicate-All,0.011630998,0.011630998,0.011630998,0.011630998,0.00536879,0.006262208,1.25,0.3125,128.25,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,2,,,,,,,2048,4,512
KVRing-v1-sequential-pipeline,0.003572599,0.003572599,0.003572599,0.003572599,0.000435391,0.003137208,0.5,0.09375,64.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,2,,,,,False,,2048,4,512
KVRing-v2-ring,0.0015656,0.0015656,1.809e-06,0.0015656,0.00118255,0.002345325,0.5,0.09375,320.125,0.41064453125,0.0037381649017333984,0.102294921875,3.3671790292748263,"(0,0)->(1,0)",0.25,2,1024,ring,serpentine,8,False,not_modeled_for_performance,2048,4,512
KVRing-v2-tree,0.0015656,0.0015656,1.749e-06,0.0015656,0.001693671,0.002345325,0.5,0.09375,320.125,0.37890625,0.0034902095794677734,0.09521484375,3.3567866657558576,"(0,2)->(0,1)",0.25,2,1024,tree,serpentine,8,False,not_modeled_for_performance,2048,4,512
Pull-KV Independent,2.773916124,2.773916124,2.773916124,2.773916124,2.748903916,0.025012208,0.5,0.25,512.25,512.03125,7.500457763671875,256.0078125,2.9999084528532194,"(7,7)->(6,7)",,4,,,,,,,2048,4,512
Central KV-Stationary,0.027358838,0.027358838,0.027358838,0.027358838,0.000211354,0.027147484,0.5,0.25,512.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,4,,,,,,,2048,4,512
Replicate-All,0.011630998,0.011630998,0.011630998,0.011630998,0.00536879,0.006262208,1.25,0.3125,128.25,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,4,,,,,,,2048,4,512
KVRing-v1-sequential-pipeline,0.003572599,0.003572599,0.003572599,0.003572599,0.000435391,0.003137208,0.5,0.09375,64.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,4,,,,,False,,2048,4,512
KVRing-v2-ring,0.001177646,0.001177646,1.812e-06,0.001177646,0.001515474,0.001564075,0.5,0.09375,192.125,0.41064453125,0.003444671630859375,0.14111328125,4.400609080841639,"(0,0)->(1,0)",0.125,4,512,ring,serpentine,8,False,not_modeled_for_performance,2048,4,512
KVRing-v2-tree,0.001177646,0.001177646,1.752e-06,0.001177646,0.002196988,0.001564075,0.5,0.09375,192.125,0.37890625,0.00319671630859375,0.109375,3.675417661097852,"(0,0)->(1,0)",0.125,4,512,tree,serpentine,8,False,not_modeled_for_performance,2048,4,512
Pull-KV Independent,2.773916124,2.773916124,2.773916124,2.773916124,2.748903916,0.025012208,0.5,0.25,512.25,512.03125,7.500457763671875,256.0078125,2.9999084528532194,"(7,7)->(6,7)",,8,,,,,,,2048,4,512
Central KV-Stationary,0.027358838,0.027358838,0.027358838,0.027358838,0.000211354,0.027147484,0.5,0.25,512.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,8,,,,,,,2048,4,512
Replicate-All,0.011630998,0.011630998,0.011630998,0.011630998,0.00536879,0.006262208,1.25,0.3125,128.25,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,8,,,,,,,2048,4,512
KVRing-v1-sequential-pipeline,0.003572599,0.003572599,0.003572599,0.003572599,0.000435391,0.003137208,0.5,0.09375,64.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,8,,,,,False,,2048,4,512
KVRing-v2-ring,0.00235515,0.00235515,1.818e-06,0.00235515,0.003030666,0.001567174,0.5,0.09375,192.125,0.8212890625,0.00688934326171875,0.2822265625,4.400609080841639,"(0,0)->(1,0)",0.125,8,512,ring,serpentine,8,False,not_modeled_for_performance,2048,4,512
KVRing-v2-tree,0.00235515,0.00235515,1.758e-06,0.00235515,0.004393755,0.001567174,0.5,0.09375,192.125,0.7578125,0.0063934326171875,0.21875,3.675417661097852,"(0,0)->(1,0)",0.125,8,512,tree,serpentine,8,False,not_modeled_for_performance,2048,4,512
Pull-KV Independent,2.773916124,2.773916124,2.773916124,2.773916124,2.748903916,0.025012208,0.5,0.25,512.25,512.03125,7.500457763671875,256.0078125,2.9999084528532194,"(7,7)->(6,7)",,16,,,,,,,2048,4,512
Central KV-Stationary,0.027358838,0.027358838,0.027358838,0.027358838,0.000211354,0.027147484,0.5,0.25,512.25,0.04736328125,0.0006937980651855469,0.015869140625,2.0103092783505154,"(7,7)->(6,7)",,16,,,,,,,2048,4,512
Replicate-All,0.011630998,0.011630998,0.011630998,0.011630998,0.00536879,0.006262208,1.25,0.3125,128.25,1.0,0.0146484375,0.5,1.5,"(7,7)->(6,7)",,16,,,,,,,2048,4,512
KVRing-v1-sequential-pipeline,0.003572599,0.003572599,0.003572599,0.003572599,0.000435391,0.003137208,0.5,0.09375,64.25,0.03515625,0.0087890625,0.03515625,1.0,"(0,0)->(0,1)",,16,,,,,False,,2048,4,512
KVRing-v2-ring,0.004710159,0.004710159,1.83e-06,0.004710159,0.00606105,0.001573373,0.5,0.09375,192.125,1.642578125,0.0137786865234375,0.564453125,4.400609080841639,"(0,0)->(1,0)",0.125,16,512,ring,serpentine,8,False,not_modeled_for_performance,2048,4,512
KVRing-v2-tree,0.004710159,0.004710159,1.77e-06,0.004710159,0.008787288,0.001573373,0.5,0.09375,192.125,1.515625,0.012786865234375,0.4375,3.675417661097852,"(0,0)->(1,0)",0.125,16,512,tree,serpentine,8,False,not_modeled_for_performance,2048,4,512
Pull-KV Independent,0.693473911,0.693473911,0.693473911,0.693473911,0.687220859,0.006253052,0.3125,0.25,128.0625,128.0078125,1.4375877380371094,64.001953125,5.217232091918643,"(7,7)->(8,7)",,1,,,,,,,2048,8,64
Central KV-Stationary,0.00683459,0.00683459,0.00683459,0.00683459,4.7719e-05,0.006786871,0.3125,0.25,128.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,1,,,,,,,2048,8,64
Replicate-All,0.011521801,0.011521801,0.011521801,0.011521801,0.010737499,0.000784302,2.0625,0.2578125,16.0625,2.0,0.0224609375,1.0,2.608695652173913,"(7,7)->(8,7)",,1,,,,,,,2048,8,64
KVRing-v1-sequential-pipeline,0.00089411,0.00089411,0.00089411,0.00089411,0.000109808,0.000784302,0.3125,0.0390625,16.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,1,,,,,False,,2048,8,64
KVRing-v2-ring,0.000782025,0.000782025,1.827e-06,0.000782025,0.000180689,0.000794042,0.3125,0.0390625,130.03125,0.1026611328125,0.0009545087814331055,0.0163116455078125,4.622720744348695,"(0,0)->(1,0)",0.125,1,512,ring,serpentine,8,False,not_modeled_for_performance,2048,8,64
KVRing-v2-tree,0.000782025,0.000782025,1.827e-06,0.000782025,0.000297835,0.000794042,0.3125,0.0390625,130.03125,0.0947265625,0.0008925199508666992,0.0262451171875,7.954454387605182,"(0,2)->(0,1)",0.125,1,512,tree,serpentine,8,False,not_modeled_for_performance,2048,8,64
Pull-KV Independent,0.693473911,0.693473911,0.693473911,0.693473911,0.687220859,0.006253052,0.3125,0.25,128.0625,128.0078125,1.4375877380371094,64.001953125,5.217232091918643,"(7,7)->(8,7)",,2,,,,,,,2048,8,64
Central KV-Stationary,0.00683459,0.00683459,0.00683459,0.00683459,4.7719e-05,0.006786871,0.3125,0.25,128.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,2,,,,,,,2048,8,64
Replicate-All,0.011521801,0.011521801,0.011521801,0.011521801,0.010737499,0.000784302,2.0625,0.2578125,16.0625,2.0,0.0224609375,1.0,2.608695652173913,"(7,7)->(8,7)",,2,,,,,,,2048,8,64
KVRing-v1-sequential-pipeline,0.00089411,0.00089411,0.00089411,0.00089411,0.000109808,0.000784302,0.3125,0.0390625,16.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,2,,,,,False,,2048,8,64
KVRing-v2-ring,0.0003914,0.0003914,1.809e-06,0.0003914,0.000211963,0.000403417,0.3125,0.0390625,66.03125,0.1026611328125,0.0009178221225738525,0.01873779296875,3.588661233237004,"(0,0)->(1,0)",0.0625,2,256,ring,serpentine,8,False,not_modeled_for_performance,2048,8,64
KVRing-v2-tree,0.0003914,0.0003914,1.779e-06,0.0003914,0.000339728,0.000403417,0.3125,0.0390625,66.03125,0.0947265625,0.0008558332920074463,0.0257568359375,5.290246195633249,"(0,2)->(0,1)",0.0625,2,256,tree,serpentine,8,False,not_modeled_for_performance,2048,8,64
Pull-KV Independent,0.693473911,0.693473911,0.693473911,0.693473911,0.687220859,0.006253052,0.3125,0.25,128.0625,128.0078125,1.4375877380371094,64.001953125,5.217232091918643,"(7,7)->(8,7)",,4,,,,,,,2048,8,64
Central KV-Stationary,0.00683459,0.00683459,0.00683459,0.00683459,4.7719e-05,0.006786871,0.3125,0.25,128.0625,0.0118408203125,0.00013297796249389648,0.00396728515625,3.4961900493052447,"(7,7)->(8,7)",,4,,,,,,,2048,8,64
Replicate-All,0.011521801,0.011521801,0.011521801,0.011521801,0.010737499,0.000784302,2.0625,0.2578125,16.0625,2.0,0.0224609375,1.0,2.608695652173913,"(7,7)->(8,7)",,4,,,,,,,2048,8,64
KVRing-v1-sequential-pipeline,0.00089411,0.00089411,0.00089411,0.00089411,0.000109808,0.000784302,0.3125,0.0390625,16.0625,0.0087890625,0.002197265625,0.0087890625,1.0,"(0,0)->(0,1)",,4,,,,,False,,2048,8,64
KVRing-v2-ring,0.000196088,0.000196088,1.812e-06,0.000196088,0.000232278,0.000208105,0.3125,0.0390625,34.03125,0.1026611328125,0.0008463859558105469,0.0216064453125,3.54,"(0,0)->(1,0)",0.03125,4,128,ring,serpentine,8,False,not_modeled_for_performance,2048,8,64
KVRing-v2-tree,0.000256446,0.000256446,1.752e-06,0.000256446,0.000402612,0.000208105,0.3125,0.0390625,34.03125,0.0947265625,0.0007843971252441406,0.0257568359375,4.553495440729483,"(0,2)->(0,1)",0.03125,4,128,tree,serpentine,8,False,not_modeled_for_performance,2048,8,64
Pull-KV Independent,0.693473911,0.693473911,0.693473911,0.693473911,0.687220859,0.006253052,0.3125,0.25,128.0625,128.0078125,1.4375877380371094,64.001953125,5.217232091918643,"(7,7)->(8,7)",,8,,,,,,,2048,8,64
