policy,prediction_mode,estimator_mode,concurrency,memory_budget,total_cycles,p95_llm_step_latency,p99_llm_step_latency,throughput_llm_steps_per_cycle,effective_prefill_tokens,cache_byte_miss,state_misses,LRU_regret_states_preserved,LRU_regret_tokens_preserved,asg_builder_enabled,oracle_future,baseline_class,retention_policy,mapping_policy,prefetch_policy,prompt_reconstruction_quality,observation_compression_class,data_quality,paper_usable,num_high_quality_traces,num_smoke_traces,num_traces,selected_trace_count,delayed_reuse_ratio,effective_prefill_reduction,cache_hit_ratio,model_compute_cycles,model_comm_cycles,remote_read_bytes,demand_migration_bytes,prefetch_migration_bytes,prefetch_hidden_cycles,prefetch_exposed_cycles,unused_prefetch_events,local_state_hits,remote_state_hits,retained_state_type_distribution,oracle_gap,llm_step_latency_quantiles_available
asg-retention-v2-online,heuristic,heuristic,4,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,286,74,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,4,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,274,86,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-placement-v2-online,heuristic,heuristic,4,0.05,666200204,,,1.3509452482845532e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,27491659,268592,589299712,18874368,0,0,0,0,292,68,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-prefetch-v2-online,heuristic,heuristic,4,0.05,666200204,,,1.3509452482845532e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,27467082,293169,589299712,12582912,6291456,24577,0,0,293,67,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
lru-system,none,none,8,0.05,666159000,,,1.3510288084376253e-07,38769,969932800,20,0,0,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.1224365068586174,0.9512195121951219,28811000,0,0,0,0,0,0,0,281,109,"{""agent_role"": 1, ""assistant_delta"": 1, ""edit_diff"": 1, ""file_context"": 2, ""system_prefix"": 1, ""task_prefix"": 2}",1.0,False
kvflow-like,none,none,8,0.05,666452000,,,1.350434840018486e-07,40642,1951924224,128,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.08003983883380872,0.6878048780487804,29818000,0,0,0,0,0,0,0,253,29,"{""agent_role"": 3, ""file_context"": 1, ""system_prefix"": 2, ""task_prefix"": 3}",21.13978494623656,False
asg-retention-v2-online,heuristic,heuristic,8,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,284,76,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,8,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,281,79,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-placement-v2-online,heuristic,heuristic,8,0.05,666243213,,,1.3508580386844406e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,27509795,395670,612368384,18874368,0,0,0,0,290,70,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-prefetch-v2-online,heuristic,heuristic,8,0.05,666243213,,,1.3508580386844406e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,27485218,420247,612368384,12582912,6291456,24577,0,0,291,69,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
lru-system,none,none,16,0.05,666159000,,,1.3510288084376253e-07,38769,969932800,20,0,0,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.1224365068586174,0.9512195121951219,28811000,0,0,0,0,0,0,0,272,118,"{""agent_role"": 1, ""assistant_delta"": 1, ""edit_diff"": 1, ""file_context"": 2, ""system_prefix"": 1, ""task_prefix"": 2}",1.0,False
kvflow-like,none,none,16,0.05,666452000,,,1.350434840018486e-07,40642,1951924224,128,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.08003983883380872,0.6878048780487804,29818000,0,0,0,0,0,0,0,232,50,"{""agent_role"": 3, ""file_context"": 1, ""system_prefix"": 2, ""task_prefix"": 3}",21.13978494623656,False
asg-retention-v2-online,heuristic,heuristic,16,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,277,83,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-retention-v2-oracle,oracle,oracle,16,0.05,666153000,,,1.3510409770728347e-07,38676,921174016,50,0,0,True,True,oracle,asg-v2,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,28724000,0,0,0,0,0,0,0,285,75,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-placement-v2-online,heuristic,heuristic,16,0.05,666200204,,,1.3509452482845532e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,asg_cost_aware,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,27403804,436334,662700032,18874368,0,0,0,0,282,78,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
asg-prefetch-v2-online,heuristic,heuristic,16,0.05,666200204,,,1.3509452482845532e-07,38676,921174016,50,0,0,True,False,asg,asg-v2,asg_cost_aware,windowed,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.12454162705418992,0.8780487804878049,27401468,419950,630194176,12582912,6291456,24577,0,0,291,69,"{""assistant_delta"": 2, ""edit_diff"": 1, ""system_prefix"": 10, ""task_prefix"": 10}",0.0,False
lru-system,none,none,1,0.1,665974000,,,1.351404108869115e-07,36919,0,0,0,0,False,False,system,lru,static_replica,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.16431255375978993,1.0,27445000,0,0,0,0,0,0,0,272,138,"{""agent_role"": 1, ""assistant_delta"": 3, ""edit_diff"": 1, ""file_context"": 1, ""system_prefix"": 1, ""task_prefix"": 1, ""tool_observation"": 1}",,False
kvflow-like,none,none,1,0.1,666289000,,,1.35076520849061e-07,38973,1076887552,73,0,0,False,False,system,kvflow,none,none,explicit_selective_state,none,smoke_only,False,0,10,10,,0.0,0.11781882384897457,0.8219512195121951,28844000,0,0,0,0,0,0,0,249,88,"{""agent_role"": 5, ""file_context"": 1, ""system_prefix"": 5, ""task_prefix"": 5}",,False
